Area,Date,Unadjusted CPI Index
Northeast - Size Class A,4/1/23,314.883
Northeast - Size Class B/C(3),4/1/23,184.143
New England(4),4/1/23,119.459
Midwest,4/1/23,281.927
Midwest - Size Class A,4/1/23,280.827
Midwest - Size Class B/C(3),4/1/23,180.94
East North Central(4),4/1/23,122.432
West North Central(4),4/1/23,122.002
South,4/1/23,295.315
South - Size Class A,4/1/23,300.758
South - Size Class B/C(3),4/1/23,186.628
South Atlantic(4),4/1/23,125.328
East South Central(4),4/1/23,122.069
West South Central(4),4/1/23,121.862
West,4/1/23,322.187
West - Size Class A,4/1/23,331.296
West - Size Class B/C(3),4/1/23,188.008
Mountain(4),4/1/23,128.39
Pacific(4),4/1/23,124.019
Size classes,4/1/23,
Size Class A(5),4/1/23,278.466
Size Class B/C(3),4/1/23,185.357
Selected local areas,4/1/23,
"Chicago-Naperville-Elgin, IL-IN-WI",4/1/23,282.423
"Los Angeles-Long Beach-Anaheim, CA",4/1/23,320.089
"New York-Newark-Jersey City, NY-NJ-PA",4/1/23,319.211
"Atlanta-Sandy Springs-Roswell, GA",4/1/23,301.447
"Baltimore-Columbia-Towson, MD(6)",4/1/23,306.015
"Detroit-Warren-Dearborn, MI",4/1/23,282.486
"Houston-The Woodlands-Sugar Land, TX",4/1/23,267.002
"Miami-Fort Lauderdale-West Palm Beach, FL",4/1/23,333.592
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4/1/23,301.225
"Phoenix-Mesa-Scottsdale, AZ(7)",4/1/23,179.824
"San Francisco-Oakland-Hayward, CA",4/1/23,338.496
"Seattle-Tacoma-Bellevue, WA",4/1/23,338.487
"St. Louis, MO-IL",4/1/23,273.234
Urban Alaska,4/1/23,258.866
"Boston-Cambridge-Newton, MA-NH",4/1/23,
"Dallas-Fort Worth-Arlington, TX",4/1/23,
"Denver-Aurora-Lakewood, CO",4/1/23,
"Minneapolis-St.Paul-Bloomington, MN-WI",4/1/23,
"Riverside-San Bernardino-Ontario, CA(4)",4/1/23,
"San Diego-Carlsbad, CA",4/1/23,
"Tampa-St. Petersburg-Clearwater, FL(8)",4/1/23,
Urban Hawaii,4/1/23,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",4/1/23,
U.S. city average,5/1/23,304.127
Region and area size(2),5/1/23,
Northeast,5/1/23,312.241
Northeast - Size Class A,5/1/23,315.599
Northeast - Size Class B/C(3),5/1/23,184.128
New England(4),5/1/23,119.166
Middle Atlantic(4),5/1/23,119.962
Midwest,5/1/23,282.656
Midwest - Size Class A,5/1/23,281.84
Midwest - Size Class B/C(3),5/1/23,181.292
East North Central(4),5/1/23,122.832
West North Central(4),5/1/23,122.132
South,5/1/23,295.889
South - Size Class A,5/1/23,302.034
South - Size Class B/C(3),5/1/23,186.768
South Atlantic(4),5/1/23,125.605
East South Central(4),5/1/23,122.567
West South Central(4),5/1/23,121.902
West,5/1/23,323.525
West - Size Class A,5/1/23,332.6
West - Size Class B/C(3),5/1/23,188.833
Mountain(4),5/1/23,128.647
Pacific(4),5/1/23,124.642
Size classes,5/1/23,
Size Class A(5),5/1/23,279.46
Size Class B/C(3),5/1/23,185.672
Selected local areas,5/1/23,
"Chicago-Naperville-Elgin, IL-IN-WI",5/1/23,283.415
"Los Angeles-Long Beach-Anaheim, CA",5/1/23,320.514
"New York-Newark-Jersey City, NY-NJ-PA",5/1/23,320.002
"Atlanta-Sandy Springs-Roswell, GA",5/1/23,
"Baltimore-Columbia-Towson, MD(6)",5/1/23,
"Detroit-Warren-Dearborn, MI",5/1/23,
"Houston-The Woodlands-Sugar Land, TX",5/1/23,
"Miami-Fort Lauderdale-West Palm Beach, FL",5/1/23,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5/1/23,
"Phoenix-Mesa-Scottsdale, AZ(7)",5/1/23,
"San Francisco-Oakland-Hayward, CA",5/1/23,
"Seattle-Tacoma-Bellevue, WA",5/1/23,
"St. Louis, MO-IL",5/1/23,
Urban Alaska,5/1/23,
"Boston-Cambridge-Newton, MA-NH",5/1/23,324.927
"Dallas-Fort Worth-Arlington, TX",5/1/23,287.133
"Denver-Aurora-Lakewood, CO",5/1/23,319.132
"Minneapolis-St.Paul-Bloomington, MN-WI",5/1/23,291.001
"Riverside-San Bernardino-Ontario, CA(4)",5/1/23,128.768
"San Diego-Carlsbad, CA",5/1/23,361.339
"Tampa-St. Petersburg-Clearwater, FL(8)",5/1/23,293.269
Urban Hawaii,5/1/23,323.708
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",5/1/23,305.614
U.S. city average,6/1/23,305.109
Region and area size(2),6/1/23,
Northeast,6/1/23,313.329
Northeast - Size Class A,6/1/23,316.672
Northeast - Size Class B/C(3),6/1/23,184.79
New England(4),6/1/23,119.462
Middle Atlantic(4),6/1/23,120.423
Midwest,6/1/23,283.741
Midwest - Size Class A,6/1/23,282.753
Midwest - Size Class B/C(3),6/1/23,182.056
East North Central(4),6/1/23,123.181
West North Central(4),6/1/23,122.874
South,6/1/23,296.789
South - Size Class A,6/1/23,302.839
South - Size Class B/C(3),6/1/23,187.373
South Atlantic(4),6/1/23,125.949
East South Central(4),6/1/23,123.082
West South Central(4),6/1/23,122.274
West,6/1/23,324.448
West - Size Class A,6/1/23,333.674
West - Size Class B/C(3),6/1/23,189.295
Mountain(4),6/1/23,128.574
Pacific(4),6/1/23,125.169
Size classes,6/1/23,
Size Class A(5),6/1/23,280.329
Size Class B/C(3),6/1/23,186.288
Selected local areas,6/1/23,
"Chicago-Naperville-Elgin, IL-IN-WI",6/1/23,283.627
"Los Angeles-Long Beach-Anaheim, CA",6/1/23,322.055
"New York-Newark-Jersey City, NY-NJ-PA",6/1/23,321.29
"Atlanta-Sandy Springs-Roswell, GA",6/1/23,305.066
"Baltimore-Columbia-Towson, MD(6)",6/1/23,306.506
"Detroit-Warren-Dearborn, MI",6/1/23,285.638
"Houston-The Woodlands-Sugar Land, TX",6/1/23,268.379
"Miami-Fort Lauderdale-West Palm Beach, FL",6/1/23,335.27
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6/1/23,303.446
"Phoenix-Mesa-Scottsdale, AZ(7)",6/1/23,180.251
"San Francisco-Oakland-Hayward, CA",6/1/23,340.056
"Seattle-Tacoma-Bellevue, WA",6/1/23,341.734
"St. Louis, MO-IL",6/1/23,276.792
Urban Alaska,6/1/23,259.93
"Boston-Cambridge-Newton, MA-NH",6/1/23,
"Dallas-Fort Worth-Arlington, TX",6/1/23,
"Denver-Aurora-Lakewood, CO",6/1/23,
"Minneapolis-St.Paul-Bloomington, MN-WI",6/1/23,
"Riverside-San Bernardino-Ontario, CA(4)",6/1/23,
"San Diego-Carlsbad, CA",6/1/23,
"Tampa-St. Petersburg-Clearwater, FL(8)",6/1/23,
Urban Hawaii,6/1/23,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",6/1/23,
U.S. city average,7/1/23,305.691
Region and area size(2),7/1/23,
Northeast,7/1/23,313.952
Northeast - Size Class A,7/1/23,317.576
Northeast - Size Class B/C(3),7/1/23,184.946
New England(4),7/1/23,119.39
Middle Atlantic(4),7/1/23,120.775
Midwest,7/1/23,284.64
Midwest - Size Class A,7/1/23,284.803
Midwest - Size Class B/C(3),7/1/23,182.165
East North Central(4),7/1/23,123.558
West North Central(4),7/1/23,123.293
South,7/1/23,297.279
South - Size Class A,7/1/23,303.148
South - Size Class B/C(3),7/1/23,187.743
South Atlantic(4),7/1/23,126.136
East South Central(4),7/1/23,123.385
West South Central(4),7/1/23,122.467
West,7/1/23,324.865
West - Size Class A,7/1/23,333.779
West - Size Class B/C(3),7/1/23,189.737
Mountain(4),7/1/23,128.805
Pacific(4),7/1/23,125.304
Size classes,7/1/23,
Size Class A(5),7/1/23,280.972
Size Class B/C(3),7/1/23,186.587
Selected local areas,7/1/23,
"Chicago-Naperville-Elgin, IL-IN-WI",7/1/23,283.528
"Los Angeles-Long Beach-Anaheim, CA",7/1/23,321.931
"New York-Newark-Jersey City, NY-NJ-PA",7/1/23,322.496
"Atlanta-Sandy Springs-Roswell, GA",7/1/23,
"Baltimore-Columbia-Towson, MD(6)",7/1/23,
"Detroit-Warren-Dearborn, MI",7/1/23,
"Houston-The Woodlands-Sugar Land, TX",7/1/23,
"Miami-Fort Lauderdale-West Palm Beach, FL",7/1/23,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",7/1/23,
"Phoenix-Mesa-Scottsdale, AZ(7)",7/1/23,
"San Francisco-Oakland-Hayward, CA",7/1/23,
"Seattle-Tacoma-Bellevue, WA",7/1/23,
"St. Louis, MO-IL",7/1/23,
Urban Alaska,7/1/23,
"Boston-Cambridge-Newton, MA-NH",7/1/23,324.746
"Dallas-Fort Worth-Arlington, TX",7/1/23,288.006
"Denver-Aurora-Lakewood, CO",7/1/23,323.298
"Minneapolis-St.Paul-Bloomington, MN-WI",7/1/23,292.223
"Riverside-San Bernardino-Ontario, CA(4)",7/1/23,129.525
"San Diego-Carlsbad, CA",7/1/23,362.412
"Tampa-St. Petersburg-Clearwater, FL(8)",7/1/23,292.974
Urban Hawaii,7/1/23,325.836
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",7/1/23,305.273
U.S. city average,8/1/23,307.026
Region and area size(2),8/1/23,
Northeast,8/1/23,315.441
Northeast - Size Class A,8/1/23,319.371
Northeast - Size Class B/C(3),8/1/23,185.6
New England(4),8/1/23,119.875
Middle Atlantic(4),8/1/23,121.377
Midwest,8/1/23,285.122
Midwest - Size Class A,8/1/23,283.896
Midwest - Size Class B/C(3),8/1/23,183.036
East North Central(4),8/1/23,123.424
West North Central(4),8/1/23,124.262
South,8/1/23,298.975
South - Size Class A,8/1/23,304.961
South - Size Class B/C(3),8/1/23,188.787
South Atlantic(4),8/1/23,126.873
East South Central(4),8/1/23,123.838
West South Central(4),8/1/23,123.258
West,8/1/23,326.234
West - Size Class A,8/1/23,335.462
West - Size Class B/C(3),8/1/23,190.368
Mountain(4),8/1/23,129.171
Pacific(4),8/1/23,125.901
Size classes,8/1/23,
Size Class A(5),8/1/23,282.112
Size Class B/C(3),8/1/23,187.447
Selected local areas,8/1/23,
"Chicago-Naperville-Elgin, IL-IN-WI",8/1/23,283.957
"Los Angeles-Long Beach-Anaheim, CA",8/1/23,324.05
"New York-Newark-Jersey City, NY-NJ-PA",8/1/23,324.38
Urban Alaska,10/1/23,263.984
"Atlanta-Sandy Springs-Roswell, GA",8/1/23,308.336
"Baltimore-Columbia-Towson, MD(6)",8/1/23,307.978
"Detroit-Warren-Dearborn, MI",8/1/23,287.48
"Houston-The Woodlands-Sugar Land, TX",8/1/23,271.154
"Miami-Fort Lauderdale-West Palm Beach, FL",8/1/23,339.347
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8/1/23,305.742
"Phoenix-Mesa-Scottsdale, AZ(7)",8/1/23,180.387
"San Francisco-Oakland-Hayward, CA",8/1/23,340.094
"Seattle-Tacoma-Bellevue, WA",8/1/23,344.449
"St. Louis, MO-IL",8/1/23,277.451
Urban Alaska,8/1/23,263.407
"Boston-Cambridge-Newton, MA-NH",8/1/23,
"Dallas-Fort Worth-Arlington, TX",8/1/23,
"Denver-Aurora-Lakewood, CO",8/1/23,
"Minneapolis-St.Paul-Bloomington, MN-WI",8/1/23,
"Riverside-San Bernardino-Ontario, CA(4)",8/1/23,
"San Diego-Carlsbad, CA",8/1/23,
"Tampa-St. Petersburg-Clearwater, FL(8)",8/1/23,
Urban Hawaii,8/1/23,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",8/1/23,
U.S. city average,9/1/23,307.789
Region and area size(2),9/1/23,
Northeast,9/1/23,316.373
Northeast - Size Class A,9/1/23,320.262
Northeast - Size Class B/C(3),9/1/23,186.188
New England(4),9/1/23,120.174
Middle Atlantic(4),9/1/23,121.756
Midwest,9/1/23,285.276
Midwest - Size Class A,9/1/23,284.19
Midwest - Size Class B/C(3),9/1/23,183.078
East North Central(4),9/1/23,123.278
West North Central(4),9/1/23,124.8
South,9/1/23,299.657
South - Size Class A,9/1/23,306.034
South - Size Class B/C(3),9/1/23,189.097
South Atlantic(4),9/1/23,127.251
East South Central(4),9/1/23,123.999
West South Central(4),9/1/23,123.429
West,9/1/23,327.491
West - Size Class A,9/1/23,336.532
West - Size Class B/C(3),9/1/23,191.238
Mountain(4),9/1/23,129.933
Pacific(4),9/1/23,126.283
Size classes,9/1/23,
Size Class A(5),9/1/23,282.909
Size Class B/C(3),9/1/23,187.863
Selected local areas,9/1/23,
"Chicago-Naperville-Elgin, IL-IN-WI",9/1/23,284.375
"Los Angeles-Long Beach-Anaheim, CA",9/1/23,324.984
"New York-Newark-Jersey City, NY-NJ-PA",9/1/23,325.613
"Atlanta-Sandy Springs-Roswell, GA",9/1/23,
"Baltimore-Columbia-Towson, MD(6)",9/1/23,
"Detroit-Warren-Dearborn, MI",9/1/23,
"Houston-The Woodlands-Sugar Land, TX",9/1/23,
"Miami-Fort Lauderdale-West Palm Beach, FL",9/1/23,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",9/1/23,
"Phoenix-Mesa-Scottsdale, AZ(7)",9/1/23,
"San Francisco-Oakland-Hayward, CA",9/1/23,
"Seattle-Tacoma-Bellevue, WA",9/1/23,
"St. Louis, MO-IL",9/1/23,
Urban Alaska,9/1/23,
"Boston-Cambridge-Newton, MA-NH",9/1/23,327.145
"Dallas-Fort Worth-Arlington, TX",9/1/23,291.001
"Denver-Aurora-Lakewood, CO",9/1/23,324.704
"Minneapolis-St.Paul-Bloomington, MN-WI",9/1/23,296.73
"Riverside-San Bernardino-Ontario, CA(4)",9/1/23,131.372
"San Diego-Carlsbad, CA",9/1/23,367.185
"Tampa-St. Petersburg-Clearwater, FL(8)",9/1/23,296.146
Urban Hawaii,9/1/23,328.905
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",9/1/23,309.254
U.S. city average,10/1/23,307.671
Region and area size(2),10/1/23,
Northeast,10/1/23,316.3
Northeast - Size Class A,10/1/23,320.051
Northeast - Size Class B/C(3),10/1/23,186.251
New England(4),10/1/23,120.315
Middle Atlantic(4),10/1/23,121.666
Midwest,10/1/23,284.981
Midwest - Size Class A,10/1/23,284.18
Midwest - Size Class B/C(3),10/1/23,182.774
East North Central(4),10/1/23,123.157
West North Central(4),10/1/23,124.658
South,10/1/23,299.394
South - Size Class A,10/1/23,305.774
South - Size Class B/C(3),10/1/23,188.928
South Atlantic(4),10/1/23,127.15
East South Central(4),10/1/23,123.92
West South Central(4),10/1/23,123.284
West,10/1/23,327.708
West - Size Class A,10/1/23,336.826
West - Size Class B/C(3),10/1/23,191.321
Mountain(4),10/1/23,129.978
Pacific(4),10/1/23,126.382
Size classes,10/1/23,
Size Class A(5),10/1/23,282.872
Size Class B/C(3),10/1/23,187.754
Selected local areas,10/1/23,
"Chicago-Naperville-Elgin, IL-IN-WI",10/1/23,285.211
"Los Angeles-Long Beach-Anaheim, CA",10/1/23,324.545
"New York-Newark-Jersey City, NY-NJ-PA",10/1/23,325.288
"Atlanta-Sandy Springs-Roswell, GA",10/1/23,306.435
"Baltimore-Columbia-Towson, MD(6)",10/1/23,307.284
"Detroit-Warren-Dearborn, MI",10/1/23,283.874
"Houston-The Woodlands-Sugar Land, TX",10/1/23,270.329
"Miami-Fort Lauderdale-West Palm Beach, FL",10/1/23,341.18
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",10/1/23,306.276
"Phoenix-Mesa-Scottsdale, AZ(7)",10/1/23,181.391
"San Francisco-Oakland-Hayward, CA",10/1/23,341.219
"Seattle-Tacoma-Bellevue, WA",10/1/23,345.992
"St. Louis, MO-IL",10/1/23,277.471
"Boston-Cambridge-Newton, MA-NH",10/1/23,
"Dallas-Fort Worth-Arlington, TX",10/1/23,
"Denver-Aurora-Lakewood, CO",10/1/23,
"Minneapolis-St.Paul-Bloomington, MN-WI",10/1/23,
"Riverside-San Bernardino-Ontario, CA(4)",10/1/23,
"San Diego-Carlsbad, CA",10/1/23,
"Tampa-St. Petersburg-Clearwater, FL(8)",10/1/23,
Urban Hawaii,10/1/23,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",10/1/23,
U.S. city average,11/1/23,307.051
Region and area size(2),11/1/23,
Northeast,11/1/23,316.252
Northeast - Size Class A,11/1/23,319.788
Northeast - Size Class B/C(3),11/1/23,186.389
New England(4),11/1/23,120.745
Middle Atlantic(4),11/1/23,121.486
Midwest,11/1/23,284.539
Midwest - Size Class A,11/1/23,283.4
Midwest - Size Class B/C(3),11/1/23,182.628
East North Central(4),11/1/23,123.038
West North Central(4),11/1/23,124.305
South,11/1/23,298.93
South - Size Class A,11/1/23,305.824
South - Size Class B/C(3),11/1/23,188.467
South Atlantic(4),11/1/23,126.979
East South Central(4),11/1/23,123.556
West South Central(4),11/1/23,123.129
West,11/1/23,326.299
West - Size Class A,11/1/23,335.522
West - Size Class B/C(3),11/1/23,190.409
Mountain(4),11/1/23,129.252
Pacific(4),11/1/23,125.904
Size classes,11/1/23,
Size Class A(5),11/1/23,282.358
Size Class B/C(3),11/1/23,187.346
Selected local areas,11/1/23,
"Chicago-Naperville-Elgin, IL-IN-WI",11/1/23,283.859
"Los Angeles-Long Beach-Anaheim, CA",11/1/23,323.341
"New York-Newark-Jersey City, NY-NJ-PA",11/1/23,324.52
"Atlanta-Sandy Springs-Roswell, GA",11/1/23,
"Baltimore-Columbia-Towson, MD(6)",11/1/23,
"Detroit-Warren-Dearborn, MI",11/1/23,
"Houston-The Woodlands-Sugar Land, TX",11/1/23,
"Miami-Fort Lauderdale-West Palm Beach, FL",11/1/23,
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",11/1/23,
"Phoenix-Mesa-Scottsdale, AZ(7)",11/1/23,
"San Francisco-Oakland-Hayward, CA",11/1/23,
"Seattle-Tacoma-Bellevue, WA",11/1/23,
"St. Louis, MO-IL",11/1/23,
Urban Alaska,11/1/23,
"Boston-Cambridge-Newton, MA-NH",11/1/23,328.362
"Dallas-Fort Worth-Arlington, TX",11/1/23,293.591
"Denver-Aurora-Lakewood, CO",11/1/23,323.598
"Minneapolis-St.Paul-Bloomington, MN-WI",11/1/23,295.511
"Riverside-San Bernardino-Ontario, CA(4)",11/1/23,131.372
"San Diego-Carlsbad, CA",11/1/23,366.343
"Tampa-St. Petersburg-Clearwater, FL(8)",11/1/23,295.029
Urban Hawaii,11/1/23,331.428
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",11/1/23,308.419
U.S. city average,12/1/23,306.746
Region and area size(2),12/1/23,
Northeast,12/1/23,316.143
Northeast - Size Class A,12/1/23,320.124
Northeast - Size Class B/C(3),12/1/23,185.979
New England(4),12/1/23,120.579
Middle Atlantic(4),12/1/23,121.489
Midwest,12/1/23,283.908
Midwest - Size Class A,12/1/23,283.197
Midwest - Size Class B/C(3),12/1/23,182.05
East North Central(4),12/1/23,122.867
West North Central(4),12/1/23,123.803
South,12/1/23,298.754
South - Size Class A,12/1/23,305.927
South - Size Class B/C(3),12/1/23,188.266
South Atlantic(4),12/1/23,126.951
East South Central(4),12/1/23,123.186
West South Central(4),12/1/23,123.115
West,12/1/23,325.932
West - Size Class A,12/1/23,335.308
West - Size Class B/C(3),12/1/23,190.095
Mountain(4),12/1/23,129.156
Pacific(4),12/1/23,125.743
Size classes,12/1/23,
Size Class A(5),12/1/23,282.367
Size Class B/C(3),12/1/23,187.01
Selected local areas,12/1/23,
"Chicago-Naperville-Elgin, IL-IN-WI",12/1/23,283.76
"Los Angeles-Long Beach-Anaheim, CA",12/1/23,323.456
"New York-Newark-Jersey City, NY-NJ-PA",12/1/23,324.691
"Atlanta-Sandy Springs-Roswell, GA",12/1/23,305.978
"Baltimore-Columbia-Towson, MD(6)",12/1/23,306.379
"Detroit-Warren-Dearborn, MI",12/1/23,283.757
"Houston-The Woodlands-Sugar Land, TX",12/1/23,270.133
"Miami-Fort Lauderdale-West Palm Beach, FL",12/1/23,340.459
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",12/1/23,306.386
"Phoenix-Mesa-Scottsdale, AZ(7)",12/1/23,179.733
"San Francisco-Oakland-Hayward, CA",12/1/23,339.915
"Seattle-Tacoma-Bellevue, WA",12/1/23,344.982
"St. Louis, MO-IL",12/1/23,276.991
Urban Alaska,12/1/23,261.178
"Boston-Cambridge-Newton, MA-NH",12/1/23,
"Dallas-Fort Worth-Arlington, TX",12/1/23,
"Denver-Aurora-Lakewood, CO",12/1/23,
"Minneapolis-St.Paul-Bloomington, MN-WI",12/1/23,
"Riverside-San Bernardino-Ontario, CA(4)",12/1/23,
"San Diego-Carlsbad, CA",12/1/23,
"Tampa-St. Petersburg-Clearwater, FL(8)",12/1/23,
Urban Hawaii,12/1/23,
"Washington-Arlington-Alexandria, DC-VA-MD-WV(6)",12/1/23,
U.S. city average,1/1/14,233.916
Region and area size(2),1/1/14,
Northeast urban,1/1/14,251.045
"Size A - More than 1,500,000",1/1/14,253.179
"Size B/C - 50,000 to 1,500,000(3)",1/1/14,149.186
Midwest urban,1/1/14,222.247
"Size A - More than 1,500,000",1/1/14,222.545
"Size B/C - 50,000 to 1,500,000(3)",1/1/14,142.8
"Size D -  Nonmetropolitan  (less than 50,000)",1/1/14,220.129
South urban,1/1/14,227.673
"Size A - More than 1,500,000",1/1/14,229.401
"Size B/C - 50,000 to 1,500,000(3)",1/1/14,144.668
"Size D -  Nonmetropolitan  (less than 50,000)",1/1/14,232.65
West urban,1/1/14,236.707
"Size A - More than 1,500,000",1/1/14,241.501
"Size B/C - 50,000 to 1,500,000(3)",1/1/14,141.998
Size classes,1/1/14,
A(4),1/1/14,213.665
B/C(3),1/1/14,144.407
D,1/1/14,228.262
Selected local areas(5),1/1/14,
"Chicago-Gary-Kenosha, IL-IN-WI",1/1/14,225.027
"Los Angeles-Riverside-Orange County, CA",1/1/14,239.857
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",1/1/14,259.596
"Boston-Brockton-Nashua, MA-NH-ME-CT",1/1/14,253.123
"Cleveland-Akron, OH",1/1/14,217.445
"Dallas-Fort Worth, TX",1/1/14,216.291
"Washington-Baltimore, DC-MD-VA-WV(6)",1/1/14,153.7
"Atlanta, GA",1/1/14,
"Detroit-Ann Arbor-Flint, MI",1/1/14,
"Houston-Galveston-Brazoria, TX",1/1/14,
"Miami-Fort Lauderdale, FL",1/1/14,
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",1/1/14,
"San Francisco-Oakland-San Jose, CA",1/1/14,
"Seattle-Tacoma-Bremerton, WA",1/1/14,
U.S. city average,2/1/14,234.781
Region and area size(2),2/1/14,
Northeast urban,2/1/14,251.233
"Size A - More than 1,500,000",2/1/14,253.124
"Size B/C - 50,000 to 1,500,000(3)",2/1/14,149.685
Midwest urban,2/1/14,223.493
"Size A - More than 1,500,000",2/1/14,223.694
"Size B/C - 50,000 to 1,500,000(3)",2/1/14,143.719
"Size D -  Nonmetropolitan  (less than 50,000)",2/1/14,221.297
South urban,2/1/14,228.664
"Size A - More than 1,500,000",2/1/14,230.208
"Size B/C - 50,000 to 1,500,000(3)",2/1/14,145.341
"Size D -  Nonmetropolitan  (less than 50,000)",2/1/14,234.159
West urban,2/1/14,237.614
"Size A - More than 1,500,000",2/1/14,242.699
"Size B/C - 50,000 to 1,500,000(3)",2/1/14,142.12
Size classes,2/1/14,
A(4),2/1/14,214.362
B/C(3),2/1/14,144.993
D,2/1/14,229.507
Selected local areas(5),2/1/14,
"Chicago-Gary-Kenosha, IL-IN-WI",2/1/14,226.217
"Los Angeles-Riverside-Orange County, CA",2/1/14,241.059
"New York-Northern N.J.-Long Island, NY-NJ-CT-PA",2/1/14,259.019
"Boston-Brockton-Nashua, MA-NH-ME-CT",2/1/14,
"Cleveland-Akron, OH",2/1/14,
"Dallas-Fort Worth, TX",2/1/14,
"Washington-Baltimore, DC-MD-VA-WV(6)",2/1/14,
"Atlanta, GA",2/1/14,218.861
"Detroit-Ann Arbor-Flint, MI",2/1/14,220.516
"Houston-Galveston-Brazoria, TX",2/1/14,211.745
"Miami-Fort Lauderdale, FL",2/1/14,242.268
"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD",2/1/14,242.584
"San Francisco-Oakland-San Jose, CA",2/1/14,248.615
"Seattle-Tacoma-Bremerton, WA",2/1/14,242.77
U.S. city average,{year}-03-01,236.293
Region and area size(2),{year}-03-01,
Northeast urban,{year}-03-01,252.413
"Size A - More than 1,500,000",{year}-03-01,254.112
"Size B/C - 50,000 to 1,500,000(3)",{year}-03-01,150.706
Midwest urban,{year}-03-01,225.485
